text,label
请预测明天早上7点天府二街的交通流量。,1
帮我预测一下早高峰三环路的交通状况。,1
下午5点锦江大道的车流量会很高吗？,1
估计今天中午十二点成渝立交的拥堵程度。,1
请预测明天早上7点天府二街的交通流量。,1
下午5点锦江大道的车流量会很高吗？,1
估计今天中午十二点成渝立交的拥堵程度。,1
帮我预测一下早高峰三环路的交通状况。,1
请预测明天早上7点天府二街的交通流量。,1
估计今天中午十二点成渝立交的拥堵程度。,1
下午5点锦江大道的车流量会很高吗？,1
请预测明天早上7点天府二街的交通流量。,1
帮我预测一下早高峰三环路的交通状况。,1
估计今天中午十二点成渝立交的拥堵程度。,1
帮我预测一下早高峰三环路的交通状况。,1
请预测明天早上7点天府二街的交通流量。,1
下午5点锦江大道的车流量会很高吗？,1
下午5点锦江大道的车流量会很高吗？,1
下午5点锦江大道的车流量会很高吗？,1
估计今天中午十二点成渝立交的拥堵程度。,1
帮我预测一下早高峰三环路的交通状况。,1
帮我预测一下早高峰三环路的交通状况。,1
请预测明天早上7点天府二街的交通流量。,1
下午5点锦江大道的车流量会很高吗？,1
请预测明天早上7点天府二街的交通流量。,1
请预测明天早上7点天府二街的交通流量。,1
请预测明天早上7点天府二街的交通流量。,1
估计今天中午十二点成渝立交的拥堵程度。,1
请预测明天早上7点天府二街的交通流量。,1
估计今天中午十二点成渝立交的拥堵程度。,1
下午5点锦江大道的车流量会很高吗？,1
请预测明天早上7点天府二街的交通流量。,1
估计今天中午十二点成渝立交的拥堵程度。,1
下午5点锦江大道的车流量会很高吗？,1
下午5点锦江大道的车流量会很高吗？,1
请预测明天早上7点天府二街的交通流量。,1
请预测明天早上7点天府二街的交通流量。,1
估计今天中午十二点成渝立交的拥堵程度。,1
估计今天中午十二点成渝立交的拥堵程度。,1
下午5点锦江大道的车流量会很高吗？,1
下午5点锦江大道的车流量会很高吗？,1
帮我预测一下早高峰三环路的交通状况。,1
下午5点锦江大道的车流量会很高吗？,1
请预测明天早上7点天府二街的交通流量。,1
请预测明天早上7点天府二街的交通流量。,1
帮我预测一下早高峰三环路的交通状况。,1
估计今天中午十二点成渝立交的拥堵程度。,1
帮我预测一下早高峰三环路的交通状况。,1
下午5点锦江大道的车流量会很高吗？,1
请预测明天早上7点天府二街的交通流量。,1
帮我预测一下早高峰三环路的交通状况。,1
帮我预测一下早高峰三环路的交通状况。,1
请预测明天早上7点天府二街的交通流量。,1
帮我预测一下早高峰三环路的交通状况。,1
估计今天中午十二点成渝立交的拥堵程度。,1
请预测明天早上7点天府二街的交通流量。,1
下午5点锦江大道的车流量会很高吗？,1
下午5点锦江大道的车流量会很高吗？,1
估计今天中午十二点成渝立交的拥堵程度。,1
下午5点锦江大道的车流量会很高吗？,1
估计今天中午十二点成渝立交的拥堵程度。,1
估计今天中午十二点成渝立交的拥堵程度。,1
下午5点锦江大道的车流量会很高吗？,1
估计今天中午十二点成渝立交的拥堵程度。,1
请预测明天早上7点天府二街的交通流量。,1
请预测明天早上7点天府二街的交通流量。,1
这个交叉口的信号周期应该怎么改？,2
根据当前车流调整该路口的配时方案。,2
优化一下望江路口的红绿灯设置。,2
你能设计一个更优的信号灯周期吗？,2
这个交叉口的信号周期应该怎么改？,2
优化一下望江路口的红绿灯设置。,2
你能设计一个更优的信号灯周期吗？,2
根据当前车流调整该路口的配时方案。,2
这个交叉口的信号周期应该怎么改？,2
这个交叉口的信号周期应该怎么改？,2
这个交叉口的信号周期应该怎么改？,2
优化一下望江路口的红绿灯设置。,2
优化一下望江路口的红绿灯设置。,2
优化一下望江路口的红绿灯设置。,2
这个交叉口的信号周期应该怎么改？,2
根据当前车流调整该路口的配时方案。,2
根据当前车流调整该路口的配时方案。,2
你能设计一个更优的信号灯周期吗？,2
优化一下望江路口的红绿灯设置。,2
这个交叉口的信号周期应该怎么改？,2
根据当前车流调整该路口的配时方案。,2
优化一下望江路口的红绿灯设置。,2
优化一下望江路口的红绿灯设置。,2
你能设计一个更优的信号灯周期吗？,2
你能设计一个更优的信号灯周期吗？,2
这个交叉口的信号周期应该怎么改？,2
你能设计一个更优的信号灯周期吗？,2
你能设计一个更优的信号灯周期吗？,2
你能设计一个更优的信号灯周期吗？,2
这个交叉口的信号周期应该怎么改？,2
你能设计一个更优的信号灯周期吗？,2
这个交叉口的信号周期应该怎么改？,2
优化一下望江路口的红绿灯设置。,2
根据当前车流调整该路口的配时方案。,2
你能设计一个更优的信号灯周期吗？,2
根据当前车流调整该路口的配时方案。,2
这个交叉口的信号周期应该怎么改？,2
根据当前车流调整该路口的配时方案。,2
根据当前车流调整该路口的配时方案。,2
你能设计一个更优的信号灯周期吗？,2
优化一下望江路口的红绿灯设置。,2
这个交叉口的信号周期应该怎么改？,2
这个交叉口的信号周期应该怎么改？,2
你能设计一个更优的信号灯周期吗？,2
这个交叉口的信号周期应该怎么改？,2
优化一下望江路口的红绿灯设置。,2
你能设计一个更优的信号灯周期吗？,2
这个交叉口的信号周期应该怎么改？,2
优化一下望江路口的红绿灯设置。,2
根据当前车流调整该路口的配时方案。,2
优化一下望江路口的红绿灯设置。,2
优化一下望江路口的红绿灯设置。,2
你能设计一个更优的信号灯周期吗？,2
你能设计一个更优的信号灯周期吗？,2
优化一下望江路口的红绿灯设置。,2
优化一下望江路口的红绿灯设置。,2
你能设计一个更优的信号灯周期吗？,2
优化一下望江路口的红绿灯设置。,2
优化一下望江路口的红绿灯设置。,2
根据当前车流调整该路口的配时方案。,2
这个交叉口的信号周期应该怎么改？,2
根据当前车流调整该路口的配时方案。,2
你能设计一个更优的信号灯周期吗？,2
优化一下望江路口的红绿灯设置。,2
这个交叉口的信号周期应该怎么改？,2
你能设计一个更优的信号灯周期吗？,2
这个交叉口的信号周期应该怎么改？,2
这个交叉口的信号周期应该怎么改？,2
这个交叉口的信号周期应该怎么改？,2
这个交叉口的信号周期应该怎么改？,2
根据当前车流调整该路口的配时方案。,2
优化一下望江路口的红绿灯设置。,2
这个交叉口的信号周期应该怎么改？,2
你能设计一个更优的信号灯周期吗？,2
根据当前车流调整该路口的配时方案。,2
你能设计一个更优的信号灯周期吗？,2
根据当前车流调整该路口的配时方案。,2
这个交叉口的信号周期应该怎么改？,2
根据当前车流调整该路口的配时方案。,2
根据当前车流调整该路口的配时方案。,2
这个交叉口的信号周期应该怎么改？,2
根据当前车流调整该路口的配时方案。,2
根据当前车流调整该路口的配时方案。,2
根据当前车流调整该路口的配时方案。,2
根据当前车流调整该路口的配时方案。,2
根据当前车流调整该路口的配时方案。,2
优化一下望江路口的红绿灯设置。,2
这个交叉口的信号周期应该怎么改？,2
你能设计一个更优的信号灯周期吗？,2
优化一下望江路口的红绿灯设置。,2
根据当前车流调整该路口的配时方案。,2
你能设计一个更优的信号灯周期吗？,2
这个交叉口的信号周期应该怎么改？,2
根据当前车流调整该路口的配时方案。,2
这个交叉口的信号周期应该怎么改？,2
你能设计一个更优的信号灯周期吗？,2
这个交叉口的信号周期应该怎么改？,2
优化一下望江路口的红绿灯设置。,2
你能设计一个更优的信号灯周期吗？,2
优化一下望江路口的红绿灯设置。,2
这个交叉口的信号周期应该怎么改？,2
这个交叉口的信号周期应该怎么改？,2
根据当前车流调整该路口的配时方案。,2
根据当前车流调整该路口的配时方案。,2
根据当前车流调整该路口的配时方案。,2
这个交叉口的信号周期应该怎么改？,2
这个交叉口的信号周期应该怎么改？,2
根据当前车流调整该路口的配时方案。,2
根据当前车流调整该路口的配时方案。,2
优化一下望江路口的红绿灯设置。,2
这个交叉口的信号周期应该怎么改？,2
你能设计一个更优的信号灯周期吗？,2
你能设计一个更优的信号灯周期吗？,2
你能设计一个更优的信号灯周期吗？,2
你能设计一个更优的信号灯周期吗？,2
根据当前车流调整该路口的配时方案。,2
这个交叉口的信号周期应该怎么改？,2
这个交叉口的信号周期应该怎么改？,2
根据当前车流调整该路口的配时方案。,2
这个交叉口的信号周期应该怎么改？,2
你能设计一个更优的信号灯周期吗？,2
根据当前车流调整该路口的配时方案。,2
这个交叉口的信号周期应该怎么改？,2
你能设计一个更优的信号灯周期吗？,2
你能设计一个更优的信号灯周期吗？,2
优化一下望江路口的红绿灯设置。,2
优化一下望江路口的红绿灯设置。,2
你能设计一个更优的信号灯周期吗？,2
你能设计一个更优的信号灯周期吗？,2
优化一下望江路口的红绿灯设置。,2
优化一下望江路口的红绿灯设置。,2
这个交叉口的信号周期应该怎么改？,2
优化一下望江路口的红绿灯设置。,2
这个交叉口的信号周期应该怎么改？,2
你能设计一个更优的信号灯周期吗？,2
优化一下望江路口的红绿灯设置。,2
你能设计一个更优的信号灯周期吗？,2
根据当前车流调整该路口的配时方案。,2
这个交叉口的信号周期应该怎么改？,2
你能设计一个更优的信号灯周期吗？,2
根据当前车流调整该路口的配时方案。,2
根据当前车流调整该路口的配时方案。,2
这个交叉口的信号周期应该怎么改？,2
你能设计一个更优的信号灯周期吗？,2
这个交叉口的信号周期应该怎么改？,2
优化一下望江路口的红绿灯设置。,2
优化一下望江路口的红绿灯设置。,2
你能设计一个更优的信号灯周期吗？,2
这个交叉口的信号周期应该怎么改？,2
你能设计一个更优的信号灯周期吗？,2
这个交叉口的信号周期应该怎么改？,2
优化一下望江路口的红绿灯设置。,2
根据当前车流调整该路口的配时方案。,2
优化一下望江路口的红绿灯设置。,2
这个交叉口的信号周期应该怎么改？,2
根据当前车流调整该路口的配时方案。,2
根据当前车流调整该路口的配时方案。,2
根据当前车流调整该路口的配时方案。,2
优化一下望江路口的红绿灯设置。,2
优化一下望江路口的红绿灯设置。,2
这个交叉口的信号周期应该怎么改？,2
这个交叉口的信号周期应该怎么改？,2
优化一下望江路口的红绿灯设置。,2
这个交叉口的信号周期应该怎么改？,2
优化一下望江路口的红绿灯设置。,2
根据当前车流调整该路口的配时方案。,2
你能设计一个更优的信号灯周期吗？,2
优化一下望江路口的红绿灯设置。,2
优化一下望江路口的红绿灯设置。,2
你能设计一个更优的信号灯周期吗？,2
这个交叉口的信号周期应该怎么改？,2
优化一下望江路口的红绿灯设置。,2
你能设计一个更优的信号灯周期吗？,2
优化一下望江路口的红绿灯设置。,2
这个交叉口的信号周期应该怎么改？,2
优化一下望江路口的红绿灯设置。,2
你能设计一个更优的信号灯周期吗？,2
优化一下望江路口的红绿灯设置。,2
这个交叉口的信号周期应该怎么改？,2
这个交叉口的信号周期应该怎么改？,2
根据当前车流调整该路口的配时方案。,2
优化一下望江路口的红绿灯设置。,2
根据当前车流调整该路口的配时方案。,2
这个交叉口的信号周期应该怎么改？,2
根据当前车流调整该路口的配时方案。,2
根据当前车流调整该路口的配时方案。,2
根据当前车流调整该路口的配时方案。,2
你能设计一个更优的信号灯周期吗？,2
根据当前车流调整该路口的配时方案。,2
这个交叉口的信号周期应该怎么改？,2
你能设计一个更优的信号灯周期吗？,2
你能设计一个更优的信号灯周期吗？,2
这个交叉口的信号周期应该怎么改？,2
根据当前车流调整该路口的配时方案。,2
你能设计一个更优的信号灯周期吗？,2
你能设计一个更优的信号灯周期吗？,2
根据当前车流调整该路口的配时方案。,2
根据当前车流调整该路口的配时方案。,2
根据当前车流调整该路口的配时方案。,2
优化一下望江路口的红绿灯设置。,2
这个路口的通过率偏低，原因是什么？,3
分析人民南路与新南路交叉口的通行能力。,3
分析人民南路与新南路交叉口的通行能力。,3
这个路口的通过率偏低，原因是什么？,3
分析人民南路与新南路交叉口的通行能力。,3
这个路口的通过率偏低，原因是什么？,3
请评价该路口的通行能力。,3
分析人民南路与新南路交叉口的通行能力。,3
该交叉口的最大通行能力是多少？,3
分析人民南路与新南路交叉口的通行能力。,3
分析人民南路与新南路交叉口的通行能力。,3
这个路口的通过率偏低，原因是什么？,3
这个路口的通过率偏低，原因是什么？,3
这个路口的通过率偏低，原因是什么？,3
该交叉口的最大通行能力是多少？,3
请评价该路口的通行能力。,3
该交叉口的最大通行能力是多少？,3
分析人民南路与新南路交叉口的通行能力。,3
该交叉口的最大通行能力是多少？,3
分析人民南路与新南路交叉口的通行能力。,3
该交叉口的最大通行能力是多少？,3
这个路口的通过率偏低，原因是什么？,3
请评价该路口的通行能力。,3
分析人民南路与新南路交叉口的通行能力。,3
这个路口的通过率偏低，原因是什么？,3
请评价该路口的通行能力。,3
分析人民南路与新南路交叉口的通行能力。,3
该交叉口的最大通行能力是多少？,3
请评价该路口的通行能力。,3
请评价该路口的通行能力。,3
请评价该路口的通行能力。,3
请评价该路口的通行能力。,3
分析人民南路与新南路交叉口的通行能力。,3
分析人民南路与新南路交叉口的通行能力。,3
分析人民南路与新南路交叉口的通行能力。,3
请评价该路口的通行能力。,3
该交叉口的最大通行能力是多少？,3
请评价该路口的通行能力。,3
这个路口的通过率偏低，原因是什么？,3
请评价该路口的通行能力。,3
该交叉口的最大通行能力是多少？,3
分析人民南路与新南路交叉口的通行能力。,3
分析人民南路与新南路交叉口的通行能力。,3
这个路口的通过率偏低，原因是什么？,3
该交叉口的最大通行能力是多少？,3
这个路口的通过率偏低，原因是什么？,3
该交叉口的最大通行能力是多少？,3
该交叉口的最大通行能力是多少？,3
分析人民南路与新南路交叉口的通行能力。,3
请评价该路口的通行能力。,3
该交叉口的最大通行能力是多少？,3
请评价该路口的通行能力。,3
该交叉口的最大通行能力是多少？,3
该交叉口的最大通行能力是多少？,3
请评价该路口的通行能力。,3
这个路口的通过率偏低，原因是什么？,3
分析人民南路与新南路交叉口的通行能力。,3
分析人民南路与新南路交叉口的通行能力。,3
请评价该路口的通行能力。,3
请评价该路口的通行能力。,3
分析人民南路与新南路交叉口的通行能力。,3
分析人民南路与新南路交叉口的通行能力。,3
分析人民南路与新南路交叉口的通行能力。,3
请评价该路口的通行能力。,3
这个路口的通过率偏低，原因是什么？,3
该交叉口的最大通行能力是多少？,3
请评价该路口的通行能力。,3
这个路口的通过率偏低，原因是什么？,3
请评价该路口的通行能力。,3
请评价该路口的通行能力。,3
该交叉口的最大通行能力是多少？,3
请评价该路口的通行能力。,3
该交叉口的最大通行能力是多少？,3
该交叉口的最大通行能力是多少？,3
该交叉口的最大通行能力是多少？,3
请评价该路口的通行能力。,3
分析人民南路与新南路交叉口的通行能力。,3
该交叉口的最大通行能力是多少？,3
该交叉口的最大通行能力是多少？,3
分析人民南路与新南路交叉口的通行能力。,3
分析人民南路与新南路交叉口的通行能力。,3
